999999 上证指数 日线
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
05/10/2012	2409.95	2419.12	2402.20	2410.23	81698471	81054859264.000
05/11/2012	2406.07	2415.98	2393.38	2394.98	74863995	75815755776.000
05/14/2012	2408.26	2411.27	2377.98	2380.73	90526339	89364340736.000
05/15/2012	2367.08	2376.59	2354.61	2374.84	77922916	77334732800.000
05/16/2012	2369.29	2372.03	2344.50	2346.19	76733829	74181722112.000
05/17/2012	2347.18	2383.31	2342.35	2378.89	86870030	81458438144.000
05/18/2012	2364.90	2369.60	2338.24	2344.52	89689419	78956445696.000
05/21/2012	2343.58	2360.39	2330.32	2348.30	74840341	70052962304.000
05/22/2012	2355.73	2374.06	2354.87	2373.31	76779780	75374526464.000
05/23/2012	2369.26	2378.08	2350.55	2363.44	84216580	84886659072.000
05/24/2012	2359.68	2373.06	2344.58	2350.97	79206805	76840599552.000
05/25/2012	2350.54	2355.81	2327.41	2333.55	74019252	68024549376.000
05/28/2012	2325.32	2361.74	2309.07	2361.37	94962105	86735888384.000
05/29/2012	2361.00	2393.28	2358.37	2389.64	117157725	111363645440.000
05/30/2012	2385.39	2391.69	2378.13	2384.67	89809793	84828397568.000
05/31/2012	2370.01	2382.99	2362.31	2372.23	77890228	75383463936.000
06/01/2012	2373.22	2388.09	2365.44	2373.44	77021923	77078142976.000
06/04/2012	2346.98	2348.20	2308.23	2308.55	90179347	86903300096.000
06/05/2012	2313.74	2323.30	2304.05	2311.92	66078528	64099737600.000
06/06/2012	2315.56	2323.11	2301.03	2309.55	58532028	58562080768.000
06/07/2012	2324.67	2328.67	2288.67	2293.13	60232048	59646398464.000
06/08/2012	2306.22	2306.88	2276.71	2281.45	67924641	63755911168.000
06/11/2012	2282.89	2311.77	2278.16	2305.86	64197967	60177219584.000
06/12/2012	2295.07	2298.95	2280.95	2289.79	59941982	55298588672.000
06/13/2012	2289.71	2319.71	2284.65	2318.92	78454349	73945579520.000
06/14/2012	2306.78	2314.58	2293.06	2295.95	71633722	68928749568.000
06/15/2012	2299.78	2314.24	2283.40	2306.85	68687579	67855912960.000
06/18/2012	2313.53	2325.05	2309.71	2316.05	60594622	60309397504.000
06/19/2012	2313.46	2313.46	2298.39	2300.79	60135905	57869602816.000
06/20/2012	2300.41	2304.46	2291.54	2292.88	54103955	50568122368.000
06/21/2012	2288.45	2288.45	2253.79	2260.88	58992012	54696857600.000
06/25/2012	2253.51	2253.51	2223.05	2224.11	59768952	54809337856.000
06/26/2012	2214.65	2229.24	2203.94	2222.07	52940798	47281397760.000
06/27/2012	2219.94	2233.54	2213.32	2216.93	51049128	45220315136.000
06/28/2012	2220.24	2224.16	2195.36	2195.84	54182183	50299744256.000
06/29/2012	2190.58	2226.49	2188.72	2225.43	61441886	55964659712.000
